,timesteps,ep_reward,num_updates,episodes
0,18,18.0,0,0
1,20,20.0,0,1
2,30,30.0,0,2
3,21,21.0,0,3
4,26,26.0,0,4
5,14,14.0,0,5
6,24,24.0,0,6
7,20,20.0,0,7
8,21,21.0,0,8
9,72,72.0,0,9
10,20,20.0,0,10
11,22,22.0,0,11
12,17,17.0,0,12
13,48,48.0,0,13
14,11,11.0,0,14
15,44,44.0,0,15
16,12,12.0,0,16
17,30,30.0,0,17
18,12,12.0,0,18
19,22,22.0,0,19
20,25,25.0,0,20
21,42,42.0,0,21
22,15,15.0,0,22
23,14,14.0,0,23
24,23,23.0,0,24
25,20,20.0,0,25
26,14,14.0,0,26
27,20,20.0,0,27
28,24,24.0,0,28
29,10,10.0,0,29
30,13,13.0,0,30
31,42,42.0,0,31
32,10,10.0,0,32
33,16,16.0,0,33
34,32,32.0,0,34
35,16,16.0,0,35
36,13,13.0,0,36
37,14,14.0,0,37
38,20,20.0,0,38
39,12,12.0,0,39
40,19,19.0,0,40
41,15,15.0,0,41
42,17,17.0,0,42
43,82,82.0,0,43
44,31,31.0,0,44
45,21,21.0,0,45
46,25,25.0,0,46
47,28,28.0,0,47
48,9,9.0,0,48
49,14,14.0,0,49
50,27,27.0,0,50
51,21,21.0,0,51
52,12,12.0,0,52
53,34,34.0,0,53
54,28,28.0,0,54
55,11,11.0,0,55
56,23,23.0,0,56
57,16,16.0,0,57
58,18,18.0,0,58
59,11,11.0,0,59
60,17,17.0,0,60
61,42,42.0,0,61
62,14,14.0,0,62
63,13,13.0,0,63
64,47,47.0,0,64
65,38,38.0,0,65
66,43,43.0,0,66
67,38,38.0,0,67
68,66,66.0,0,68
69,23,23.0,0,69
70,39,39.0,0,70
71,16,16.0,0,71
72,20,20.0,0,72
73,25,25.0,0,73
74,12,12.0,0,74
75,19,19.0,0,75
76,20,20.0,0,76
77,38,38.0,0,77
78,12,12.0,0,78
79,46,46.0,0,79
80,39,39.0,0,80
81,16,16.0,1,81
82,46,46.0,0,82
83,15,15.0,0,83
84,30,30.0,0,84
85,40,40.0,0,85
86,37,37.0,0,86
87,35,35.0,0,87
88,63,63.0,0,88
89,18,18.0,0,89
90,46,46.0,0,90
91,14,14.0,0,91
92,37,37.0,0,92
93,40,40.0,0,93
94,15,15.0,0,94
95,48,48.0,0,95
96,15,15.0,0,96
97,20,20.0,0,97
98,26,26.0,0,98
99,33,33.0,0,99
100,42,42.0,0,100
101,13,13.0,0,101
102,16,16.0,0,102
103,11,11.0,0,103
104,20,20.0,0,104
105,24,24.0,0,105
106,25,25.0,0,106
107,39,39.0,0,107
108,79,79.0,0,108
109,43,43.0,0,109
110,11,11.0,0,110
111,13,13.0,0,111
112,20,20.0,0,112
113,22,22.0,0,113
114,15,15.0,0,114
115,29,29.0,0,115
116,34,34.0,0,116
117,14,14.0,0,117
118,22,22.0,0,118
119,22,22.0,0,119
120,38,38.0,0,120
121,27,27.0,0,121
122,36,36.0,0,122
123,17,17.0,0,123
124,41,41.0,0,124
125,28,28.0,0,125
126,12,12.0,0,126
127,80,80.0,0,127
128,14,14.0,0,128
129,14,14.0,0,129
130,48,48.0,0,130
131,20,20.0,0,131
132,27,27.0,0,132
133,32,32.0,0,133
134,33,33.0,0,134
135,14,14.0,0,135
136,12,12.0,0,136
137,22,22.0,0,137
138,39,39.0,0,138
139,11,11.0,0,139
140,20,20.0,0,140
141,22,22.0,0,141
142,40,40.0,0,142
143,27,27.0,0,143
144,36,36.0,0,144
145,27,27.0,0,145
146,14,14.0,0,146
147,32,32.0,0,147
148,35,35.0,0,148
149,16,16.0,0,149
150,13,13.0,0,150
151,38,38.0,0,151
152,11,11.0,0,152
153,30,30.0,1,153
154,100,100.0,0,154
155,18,18.0,0,155
156,79,79.0,0,156
157,60,60.0,0,157
158,46,46.0,0,158
159,13,13.0,0,159
160,46,46.0,0,160
161,14,14.0,0,161
162,30,30.0,0,162
163,16,16.0,0,163
164,19,19.0,0,164
165,22,22.0,0,165
166,73,73.0,0,166
167,23,23.0,0,167
168,18,18.0,0,168
169,25,25.0,0,169
170,47,47.0,0,170
171,25,25.0,0,171
172,70,70.0,0,172
173,50,50.0,0,173
174,29,29.0,0,174
175,26,26.0,0,175
176,29,29.0,0,176
177,100,100.0,0,177
178,47,47.0,0,178
179,51,51.0,0,179
180,26,26.0,0,180
181,14,14.0,0,181
182,24,24.0,0,182
183,58,58.0,0,183
184,29,29.0,0,184
185,61,61.0,0,185
186,100,100.0,0,186
187,54,54.0,0,187
188,40,40.0,0,188
189,13,13.0,0,189
190,42,42.0,0,190
191,23,23.0,0,191
192,47,47.0,0,192
193,100,100.0,0,193
194,34,34.0,0,194
195,100,100.0,0,195
196,61,61.0,0,196
197,41,41.0,0,197
198,11,11.0,0,198
199,30,30.0,1,199
200,18,18.0,0,200
201,80,80.0,0,201
202,16,16.0,0,202
203,27,27.0,0,203
204,100,100.0,0,204
205,21,21.0,0,205
206,81,81.0,0,206
207,18,18.0,0,207
208,66,66.0,0,208
209,100,100.0,0,209
210,27,27.0,0,210
211,84,84.0,0,211
212,40,40.0,0,212
213,100,100.0,0,213
214,34,34.0,0,214
215,100,100.0,0,215
216,100,100.0,0,216
217,99,99.0,0,217
218,100,100.0,0,218
219,53,53.0,0,219
220,53,53.0,0,220
221,19,19.0,0,221
222,39,39.0,0,222
223,66,66.0,0,223
224,97,97.0,0,224
225,64,64.0,0,225
226,96,96.0,0,226
227,100,100.0,0,227
228,47,47.0,0,228
229,15,15.0,0,229
230,100,100.0,0,230
231,61,61.0,1,231
232,100,100.0,0,232
233,98,98.0,0,233
234,32,32.0,0,234
235,100,100.0,0,235
236,93,93.0,0,236
237,89,89.0,0,237
238,26,26.0,0,238
239,35,35.0,0,239
240,100,100.0,0,240
241,100,100.0,0,241
242,78,78.0,0,242
243,100,100.0,0,243
244,85,85.0,0,244
245,100,100.0,0,245
246,100,100.0,0,246
247,51,51.0,0,247
248,100,100.0,0,248
249,100,100.0,0,249
250,83,83.0,0,250
251,100,100.0,0,251
252,100,100.0,0,252
253,100,100.0,0,253
254,100,100.0,0,254
255,100,100.0,1,255
256,100,100.0,0,256
257,100,100.0,0,257
258,100,100.0,0,258
259,100,100.0,0,259
260,100,100.0,0,260
261,100,100.0,0,261
262,100,100.0,0,262
263,100,100.0,0,263
264,100,100.0,0,264
265,53,53.0,0,265
266,100,100.0,0,266
267,100,100.0,0,267
268,65,65.0,0,268
269,100,100.0,0,269
270,95,95.0,0,270
271,100,100.0,0,271
272,100,100.0,0,272
273,100,100.0,0,273
274,100,100.0,0,274
275,40,40.0,0,275
276,100,100.0,1,276
277,100,100.0,0,277
278,100,100.0,0,278
279,96,96.0,0,279
280,100,100.0,0,280
281,21,21.0,0,281
282,100,100.0,0,282
283,24,24.0,0,283
284,100,100.0,0,284
285,100,100.0,0,285
286,100,100.0,0,286
287,100,100.0,0,287
288,100,100.0,0,288
289,100,100.0,0,289
290,100,100.0,0,290
291,100,100.0,0,291
292,100,100.0,0,292
293,100,100.0,0,293
294,100,100.0,0,294
295,100,100.0,0,295
296,86,86.0,0,296
297,100,100.0,0,297
298,100,100.0,1,298
299,100,100.0,0,299
300,100,100.0,0,300
301,100,100.0,0,301
302,100,100.0,0,302
303,81,81.0,0,303
304,100,100.0,0,304
305,100,100.0,0,305
306,100,100.0,0,306
307,100,100.0,0,307
308,18,18.0,0,308
309,100,100.0,0,309
310,100,100.0,0,310
311,100,100.0,0,311
312,100,100.0,0,312
313,100,100.0,0,313
314,100,100.0,0,314
315,100,100.0,0,315
316,100,100.0,0,316
317,100,100.0,0,317
318,100,100.0,0,318
319,100,100.0,1,319
320,100,100.0,0,320
321,11,11.0,0,321
322,100,100.0,0,322
323,100,100.0,0,323
324,100,100.0,0,324
325,100,100.0,0,325
326,67,67.0,0,326
327,100,100.0,0,327
328,100,100.0,0,328
329,100,100.0,0,329
330,100,100.0,0,330
331,100,100.0,0,331
332,100,100.0,0,332
333,100,100.0,0,333
334,100,100.0,0,334
335,100,100.0,0,335
336,100,100.0,0,336
337,100,100.0,0,337
338,100,100.0,0,338
339,100,100.0,0,339
340,29,29.0,0,340
341,100,100.0,1,341
342,100,100.0,0,342
343,100,100.0,0,343
344,100,100.0,0,344
345,100,100.0,0,345
346,100,100.0,0,346
347,100,100.0,0,347
348,100,100.0,0,348
349,100,100.0,0,349
350,100,100.0,0,350
351,100,100.0,0,351
352,100,100.0,0,352
353,100,100.0,0,353
354,100,100.0,0,354
355,51,51.0,0,355
356,100,100.0,0,356
357,100,100.0,0,357
358,100,100.0,0,358
359,100,100.0,0,359
360,100,100.0,0,360
361,100,100.0,1,361
362,65,65.0,0,362
363,100,100.0,0,363
364,100,100.0,0,364
365,89,89.0,0,365
366,100,100.0,0,366
367,100,100.0,0,367
368,100,100.0,0,368
369,100,100.0,0,369
370,100,100.0,0,370
371,100,100.0,0,371
372,100,100.0,0,372
373,98,98.0,0,373
374,90,90.0,0,374
375,100,100.0,0,375
376,100,100.0,0,376
377,100,100.0,0,377
378,100,100.0,0,378
379,100,100.0,0,379
380,100,100.0,0,380
381,100,100.0,0,381
382,100,100.0,1,382
383,100,100.0,0,383
384,100,100.0,0,384
385,100,100.0,0,385
386,100,100.0,0,386
387,100,100.0,0,387
388,100,100.0,0,388
389,64,64.0,0,389
390,100,100.0,0,390
391,100,100.0,0,391
392,100,100.0,0,392
393,100,100.0,0,393
394,100,100.0,0,394
395,100,100.0,0,395
396,100,100.0,0,396
397,72,72.0,0,397
398,100,100.0,0,398
399,100,100.0,0,399
400,100,100.0,0,400
401,100,100.0,0,401
402,100,100.0,1,402
403,100,100.0,0,403
404,100,100.0,0,404
405,100,100.0,0,405
406,97,97.0,0,406
407,100,100.0,0,407
408,100,100.0,0,408
409,100,100.0,0,409
410,100,100.0,0,410
411,100,100.0,0,411
412,100,100.0,0,412
413,75,75.0,0,413
414,100,100.0,0,414
415,100,100.0,0,415
416,100,100.0,0,416
417,97,97.0,0,417
418,100,100.0,0,418
419,100,100.0,0,419
420,100,100.0,0,420
421,100,100.0,0,421
422,100,100.0,0,422
423,100,100.0,1,423
424,100,100.0,0,424
425,100,100.0,0,425
426,100,100.0,0,426
427,100,100.0,0,427
428,98,98.0,0,428
429,100,100.0,0,429
430,100,100.0,0,430
431,100,100.0,0,431
432,100,100.0,0,432
433,100,100.0,0,433
434,100,100.0,0,434
435,100,100.0,0,435
436,100,100.0,0,436
437,100,100.0,0,437
438,100,100.0,0,438
439,100,100.0,0,439
440,100,100.0,0,440
441,100,100.0,0,441
442,18,18.0,0,442
443,100,100.0,0,443
444,100,100.0,1,444
445,100,100.0,0,445
446,100,100.0,0,446
447,70,70.0,0,447
448,100,100.0,0,448
449,100,100.0,0,449
450,100,100.0,0,450
451,100,100.0,0,451
452,100,100.0,0,452
453,100,100.0,0,453
454,100,100.0,0,454
455,100,100.0,0,455
456,100,100.0,0,456
457,100,100.0,0,457
458,100,100.0,0,458
459,100,100.0,0,459
460,100,100.0,0,460
461,100,100.0,0,461
462,100,100.0,0,462
463,83,83.0,0,463
464,100,100.0,1,464
465,100,100.0,0,465
466,100,100.0,0,466
467,100,100.0,0,467
468,100,100.0,0,468
469,100,100.0,0,469
470,100,100.0,0,470
471,100,100.0,0,471
472,100,100.0,0,472
473,100,100.0,0,473
474,100,100.0,0,474
475,100,100.0,0,475
476,100,100.0,0,476
477,100,100.0,0,477
478,100,100.0,0,478
479,100,100.0,0,479
480,100,100.0,0,480
481,100,100.0,0,481
482,100,100.0,0,482
483,100,100.0,0,483
484,100,100.0,1,484
485,97,97.0,0,485
486,100,100.0,0,486
487,98,98.0,0,487
488,97,97.0,0,488
489,98,98.0,0,489
490,96,96.0,0,490
491,96,96.0,0,491
492,100,100.0,0,492
493,100,100.0,0,493
494,100,100.0,0,494
495,100,100.0,0,495
496,100,100.0,0,496
497,100,100.0,0,497
498,100,100.0,0,498
499,100,100.0,0,499
500,98,98.0,0,500
